,date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
15895,1985-07-09,19.4,12.5,11.2,0.0,1011.2,8.5,3.2,4.5
15896,1985-07-10,19.6,12.9,12.4,0.3,1008.8,8.8,2.4,3.4
15897,1985-07-11,19.0,14.0,13.6,1.0,1001.4,13.4,1.8,2.7
15898,1985-07-12,20.4,13.5,15,3.8,1001.7,9.6,2.2,3.1
15899,1985-07-13,16.0,11.5,11.6,13.3,1004.7,4.5,1.2,1.6
15900,1985-07-14,17.4,10.3,12.9,0.3,1004.9,6.9,2.9,4.1
15901,1985-07-15,15.7,7.8,6.2,0.5,1005.1,9.0,1.6,2.3
15902,1985-07-16,18.4,10.0,9.5,0.0,1005.0,10.7,2.7,3.9
15903,1985-07-17,17.2,11.7,10.5,4.4,1000.8,12.2,1.9,2.9
15904,1985-07-18,17.7,10.3,9.1,0.0,994.6,12.3,3.3,4.8
15905,1985-07-19,17.6,9.6,10.7,3.5,994.4,10.0,3.3,4.8
15906,1985-07-20,16.8,8.2,8,4.0,1000.7,12.8,2.9,4.6
15907,1985-07-21,18.3,8.0,5.5,1.2,1005.2,8.6,2.5,3.6
15908,1985-07-22,20.3,10.8,12.8,0.3,1003.7,13.6,2.8,4.4
15909,1985-07-23,20.8,9.0,7.3,0.0,1010.2,9.4,2.7,4
15910,1985-07-24,21.1,15.0,13.3,0.0,1009.2,5.6,2.6,3.5
15911,1985-07-25,16.1,13.1,9.8,1.5,1003.0,4.2,1.2,1.6
15912,1985-07-26,21.6,12.8,13.5,26.1,994.4,9.8,2.4,3.5
15913,1985-07-27,18.6,10.7,8.4,0.0,993.1,7.6,2.9,4
15914,1985-07-28,13.4,10.8,11.4,23.0,988.8,6.8,0.7,1.1
15915,1985-07-29,19.0,11.1,11.6,8.3,989.1,6.5,2.1,2.9
15916,1985-07-30,19.5,13.4,12.1,0.0,996.2,5.5,2.0,2.6
15917,1985-07-31,16.9,9.8,10.9,0.2,1002.6,7.1,1.7,2.3
15918,1985-08-01,16.1,9.3,7.1,1.7,1002.2,9.1,1.9,2.6
15919,1985-08-02,18.9,10.7,12.1,1.7,995.1,16.2,3.0,4.7
15920,1985-08-03,17.5,10.2,8.1,0.4,996.0,14.0,3.2,4.9
15921,1985-08-04,13.0,10.2,9.4,24.5,987.1,10.5,0.9,1.4
15922,1985-08-05,17.0,9.5,8.5,4.5,990.4,12.1,2.4,3.7
15923,1985-08-06,16.6,8.3,7.3,1.2,1000.9,10.4,2.2,3.4
15924,1985-08-07,16.4,8.6,11.2,1.8,998.0,9.3,1.8,2.6
15925,1985-08-08,16.0,7.5,3.7,1.2,992.8,7.4,1.5,2
15926,1985-08-09,17.2,8.6,3.7,2.6,987.5,11.8,2.9,4.4
15927,1985-08-10,16.2,8.4,4.3,5.2,992.2,7.9,2.4,3.5
15928,1985-08-11,14.2,9.7,9.2,9.3,990.0,5.3,1.3,1.7
15929,1985-08-12,16.4,8.9,6.7,4.3,993.2,9.1,2.4,3.6
15930,1985-08-13,18.4,10.3,9.4,9.0,996.7,7.3,2.7,3.7
15931,1985-08-14,16.5,11.8,11.8,4.9,989.7,17.4,2.0,3
15932,1985-08-15,14.6,10.8,8.3,4.3,994.0,13.2,1.2,1.9
15933,1985-08-16,18.8,10.5,9,0.0,1002.6,10.0,2.7,3.8
15934,1985-08-17,17.2,7.0,5.8,5.9,1005.4,7.7,2.0,3.1
15935,1985-08-18,21.4,13.4,13.1,0.7,998.7,8.5,2.5,3.4
15936,1985-08-19,19.0,12.8,10.4,0.2,995.4,11.0,2.4,3.5
15937,1985-08-20,18.7,12.2,10.3,7.6,993.5,16.4,2.4,3.7
15938,1985-08-21,17.1,11.1,10.3,1.8,1001.1,12.2,1.7,2.6
15939,1985-08-22,16.2,9.5,6.6,0.0,1004.8,9.8,2.0,2.8
15940,1985-08-23,15.2,10.2,6.8,9.6,992.9,9.0,1.0,1.4
15941,1985-08-24,15.5,8.0,6.9,2.4,986.0,12.9,1.9,3
15942,1985-08-25,15.5,8.2,6.5,0.1,996.8,13.6,1.8,2.7
15943,1985-08-26,15.9,8.6,6.6,4.8,1006.2,8.3,1.9,2.6
15944,1985-08-27,20.8,13.2,11.2,2.5,1002.6,15.7,2.3,3.3
15945,1985-08-28,17.5,11.2,9.8,0.4,1008.4,8.1,1.7,2.4
15946,1985-08-29,15.5,11.3,10.6,6.2,1008.5,5.3,1.1,1.4
15947,1985-08-30,19.3,12.4,10.8,0.0,1003.0,9.8,2.5,3.5
15948,1985-08-31,16.1,10.6,10.5,5.8,996.4,18.2,2.3,3.8
15949,1985-09-01,16.3,10.9,8.8,0.1,1000.8,13.6,2.1,3.1
15950,1985-09-02,18.7,10.9,8.1,11.3,994.5,7.8,1.7,2.2
15951,1985-09-03,16.6,8.8,8.1,5.4,996.5,9.7,1.7,2.6
15952,1985-09-04,12.3,7.7,7.3,3.1,1004.4,6.4,0.9,1.4
15953,1985-09-05,16.0,7.5,7.5,0.4,1008.6,12.5,2.2,3.4
15954,1985-09-06,16.4,5.6,5,0.0,1018.0,5.8,2.2,3
15955,1985-09-07,16.9,10.0,8.2,0.3,1011.4,10.8,1.7,2.4
15956,1985-09-08,18.2,12.9,11.4,0.2,1008.0,7.2,1.4,1.9
15957,1985-09-09,22.9,14.5,12.9,0.0,1010.6,4.4,2.0,2.6
15958,1985-09-10,21.3,12.5,10.1,0.0,1012.4,5.2,2.6,3.5
15959,1985-09-11,20.8,12.0,9.7,0.0,1010.0,3.1,2.1,2.9
15960,1985-09-12,16.8,9.6,6.2,0.3,1008.5,6.0,1.2,1.6
15961,1985-09-13,17.2,8.3,8,0.3,1009.8,11.9,2.2,3.1
15962,1985-09-14,15.9,9.3,11.2,0.3,1001.2,20.2,1.9,3.1
15963,1985-09-15,15.7,8.1,8,0.3,1003.5,14.9,2.1,3.1
15964,1985-09-16,18.4,10.0,9.2,0.2,1003.5,17.7,1.4,2.1
15965,1985-09-17,18.0,12.2,12.3,0.3,1008.0,9.9,1.9,2.7
15966,1985-09-18,17.6,13.9,12.1,5.0,1004.7,6.5,1.1,1.3
15967,1985-09-19,14.7,7.0,9.3,1.6,1001.2,9.3,0.9,1.4
15968,1985-09-20,14.7,6.4,4.6,4.7,1000.8,7.2,0.9,1.2
15969,1985-09-21,20.3,14.6,11.1,1.8,994.2,12.4,1.4,1.9
15970,1985-09-22,18.6,13.8,10.5,0.2,999.3,9.0,1.6,2.1
15971,1985-09-23,16.2,12.9,11.2,0.0,1004.9,11.2,1.7,2.4
15972,1985-09-24,17.0,11.8,8,0.0,1007.8,4.8,1.2,1.7
15973,1985-09-25,19.6,12.4,9.6,0.1,1009.2,3.9,1.1,1.4
15974,1985-09-26,20.8,13.8,12.7,2.3,1013.7,3.2,1.1,1.5
15975,1985-09-27,19.9,12.3,11,0.0,1015.5,6.0,1.5,2.1
15976,1985-09-28,20.4,11.5,7.4,0.0,1013.6,5.1,1.5,2.1
15977,1985-09-29,21.4,13.7,10.3,0.0,1009.9,3.9,1.4,1.8
15978,1985-09-30,23.9,14.1,10.1,0.0,1003.6,11.0,2.0,2.4
15979,1985-10-01,20.0,14.4,12.9,0.0,997.6,8.7,1.4,1.8
15980,1985-10-02,17.8,13.0,12.2,0.1,991.0,10.8,1.4,1.7
15981,1985-10-03,16.9,11.9,9.8,2.7,982.6,12.8,1.6,2.2
15982,1985-10-04,15.8,11.0,9.8,1.8,985.3,17.2,2.2,2.9
15983,1985-10-05,16.0,9.0,7.3,0.0,993.8,13.3,1.7,2.2
15984,1985-10-06,14.7,9.3,10.8,4.6,990.8,10.2,1.0,1.4
15985,1985-10-07,15.5,5.2,6.3,1.7,998.2,10.6,1.5,2
15986,1985-10-08,13.0,4.6,2.4,1.8,997.7,12.6,0.7,1.1
15987,1985-10-09,13.6,8.7,7.1,0.1,999.1,12.4,1.1,1.5
15988,1985-10-10,16.8,10.3,9.5,0.6,1004.0,14.0,0.9,1.3
15989,1985-10-11,14.7,9.0,4.7,0.0,1013.8,6.2,1.1,1.4
15990,1985-10-12,15.3,9.0,4,0.0,1023.3,4.5,0.9,1.3
15991,1985-10-13,16.3,7.3,3.5,0.0,1025.9,2.9,0.7,0.9
15992,1985-10-14,17.0,10.1,9.2,0.0,1028.0,0.8,0.7,1
15993,1985-10-15,15.5,6.4,4.6,0.0,1027.2,2.4,0.7,1.1
15994,1985-10-16,12.1,6.1,1.4,0.0,1025.3,1.1,0.5,0.7
15995,1985-10-17,10.5,7.3,8.6,0.0,1021.8,1.9,0.5,0.6
15996,1985-10-18,12.9,7.0,7.7,0.0,1018.9,1.6,0.6,0.7
15997,1985-10-19,12.1,10.4,9.5,0.0,1016.3,1.6,0.6,0.8
15998,1985-10-20,14.0,10.7,8.9,0.0,1014.4,3.2,0.8,1.1
15999,1985-10-21,14.5,7.0,2.5,0.0,1017.8,2.0,0.6,0.9
16000,1985-10-22,13.7,6.3,0.5,0.0,1021.2,4.0,0.7,1
16001,1985-10-23,13.0,6.2,-0.7,0.0,1019.1,3.5,0.6,0.9
16002,1985-10-24,12.6,6.2,-1,0.0,1018.5,1.8,0.5,0.7
16003,1985-10-25,12.3,7.1,0.8,0.0,1019.7,10.6,0.7,1
16004,1985-10-26,13.5,4.7,-0.4,0.0,1019.0,1.6,0.4,0.7
16005,1985-10-27,13.5,8.3,7.5,0.0,1021.2,3.0,0.6,0.8
16006,1985-10-28,11.4,4.9,3.9,0.0,1021.1,6.1,0.3,0.5
16007,1985-10-29,13.1,3.8,-0.2,0.0,1017.1,4.7,0.5,0.7
16008,1985-10-30,11.1,7.4,4.3,0.1,1008.3,4.0,0.6,0.8
16009,1985-10-31,8.9,5.8,6.8,6.2,1000.9,8.2,0.4,0.6
16010,1985-11-01,9.3,1.0,-1.5,0.0,1001.0,9.7,0.6,0.8
16011,1985-11-02,7.0,-0.3,-1.1,0.0,998.8,7.3,0.5,0.7
16012,1985-11-03,8.6,-1.3,-4,0.0,992.9,7.5,0.7,0.9
16013,1985-11-04,13.5,5.6,-1.2,0.7,978.0,9.6,0.9,1.1
16014,1985-11-05,11.7,1.4,3.5,3.6,977.8,15.7,0.7,0.9
16015,1985-11-06,9.7,0.7,-0.7,0.0,988.3,16.7,0.7,1
16016,1985-11-07,11.2,5.3,1.4,5.6,987.0,9.5,0.3,0.5
16017,1985-11-08,14.4,7.6,4.3,2.2,974.8,9.8,0.6,0.8
16018,1985-11-09,9.9,2.8,2.7,0.2,980.3,16.9,0.9,1.2
16019,1985-11-10,5.6,0.0,-2.5,0.0,1000.6,12.7,0.6,0.8
16020,1985-11-11,7.0,0.0,-1.9,0.0,1009.0,9.0,0.5,0.6
16021,1985-11-12,5.8,0.6,-2.6,0.0,1009.0,6.8,0.5,0.7
16022,1985-11-13,7.6,1.0,-1.1,0.0,1010.0,5.2,0.5,0.7
16023,1985-11-14,8.6,0.3,0.8,1.0,1012.1,11.6,0.4,0.5
16024,1985-11-15,6.3,-1.8,-3.6,2.0,1014.7,8.2,0.3,0.4
16025,1985-11-16,9.7,1.9,-1.8,2.3,1011.8,9.6,0.4,0.5
16026,1985-11-17,8.5,0.4,-1.5,0.0,1019.9,3.3,0.3,0.4
16027,1985-11-18,9.1,4.0,4.5,0.0,1024.3,8.3,0.4,0.5
16028,1985-11-19,6.3,2.2,-3.1,0.6,1022.5,8.5,0.9,1.1
16029,1985-11-20,6.0,3.4,1.1,2.2,1018.9,8.8,0.8,1
16030,1985-11-21,6.1,3.1,1.1,1.0,1018.6,9.0,0.8,1
16031,1985-11-22,6.4,1.9,-1.2,0.3,1019.7,10.2,0.6,0.8
16032,1985-11-23,7.0,2.9,0.3,1.6,1019.0,10.0,0.6,0.7
16033,1985-11-24,8.3,3.9,-1.1,0.1,1017.7,8.7,0.6,0.6
16034,1985-11-25,6.6,2.5,-1.1,1.8,1012.2,7.4,0.3,0.4
16035,1985-11-26,5.2,-1.0,-2.4,0.0,1002.7,8.0,0.2,0.3
16036,1985-11-27,3.7,-2.2,-1.2,0.0,995.2,10.5,0.2,0.3
16037,1985-11-28,3.8,-2.9,-4,0.0,997.6,9.0,0.3,0.3
16038,1985-11-29,6.6,-2.6,-8,1.5,997.0,7.6,0.2,0.3
16039,1985-11-30,12.7,5.3,3.9,6.8,991.0,11.5,0.4,0.6
16040,1985-12-01,15.2,11.3,9.7,2.8,989.8,14.3,1.2,1.4
16041,1985-12-02,16.2,9.8,7.2,2.8,989.4,13.1,1.2,1.4
16042,1985-12-03,13.3,8.8,7.6,0.0,991.1,20.0,1.1,1.2
16043,1985-12-04,11.1,6.9,3.6,0.1,994.4,3.9,0.3,0.4
16044,1985-12-05,9.3,3.9,-0.7,0.6,987.5,13.3,0.7,0.9
16045,1985-12-06,9.1,3.8,0.4,10.0,990.4,13.5,0.6,0.9
16046,1985-12-07,8.3,3.4,1.5,0.0,991.2,13.1,0.5,0.6
16047,1985-12-08,7.6,1.4,-3.1,0.0,997.8,5.4,0.2,0.2
16048,1985-12-09,4.1,-1.9,-1.5,0.0,1002.8,4.9,0.0,0.1
16049,1985-12-10,9.1,1.4,-3,6.4,1004.3,8.0,0.2,0.2
16050,1985-12-11,9.7,1.4,-1.7,0.0,1011.3,8.0,0.3,0.4
16051,1985-12-12,12.6,9.7,-1.3,1.4,1009.5,16.1,1.0,1.3
16052,1985-12-13,13.3,10.9,9.2,2.8,1008.8,12.2,0.5,0.5
16053,1985-12-14,12.8,10.7,8.2,0.0,1008.7,15.1,0.8,0.9
16054,1985-12-15,13.9,10.2,7.3,0.2,1011.8,12.4,0.8,1
16055,1985-12-16,11.4,9.7,7.2,0.0,1013.2,11.4,1.0,1.1
16056,1985-12-17,13.0,10.5,6.9,3.2,1006.8,9.3,0.5,0.6
16057,1985-12-18,10.9,4.1,1.7,1.1,1007.1,12.6,0.0,0
16058,1985-12-19,10.5,3.9,1,3.7,1004.7,16.5,0.8,1
16059,1985-12-20,12.6,7.1,3.7,1.5,994.2,18.0,1.2,1.5
16060,1985-12-21,12.7,7.2,9.5,4.6,984.3,15.5,0.9,1.1
16061,1985-12-22,8.7,5.2,1.3,0.0,985.7,9.4,0.7,0.7
16062,1985-12-23,8.2,3.1,2.4,0.6,986.2,15.2,0.7,0.8
16063,1985-12-24,7.9,1.5,-3.5,8.3,983.5,5.3,0.3,0.3
16064,1985-12-25,7.7,1.9,-1.5,7.3,980.2,10.5,0.4,0.5
16065,1985-12-26,7.1,1.5,2.5,0.8,992.3,18.7,1.3,1.8
16066,1985-12-27,2.1,-3.0,-6.1,0.0,1003.7,6.5,0.3,0.4
16067,1985-12-28,0.8,-4.6,-6.5,0.0,1002.0,7.7,0.2,0.2
16068,1985-12-29,1.7,-5.1,-6.7,0.0,1001.5,7.2,0.3,0.4
16069,1985-12-30,8.9,1.6,-7.1,0.0,989.5,11.0,1.0,1.2
16070,1985-12-31,8.1,0.6,2.3,14.2,982.0,10.3,0.5,0.7
16071,1986-01-01,6.7,-0.5,-4.5,12.2,974.8,11.8,0.5,0.7
16072,1986-01-02,5.9,2.9,-1.1,4.5,975.2,12.4,0.8,1
16073,1986-01-03,4.3,-1.6,-3.9,0.0,996.3,8.7,0.4,0.4
16074,1986-01-04,9.4,-0.4,-6.5,6.2,995.7,9.1,0.7,0.9
16075,1986-01-05,4.3,-0.7,-3.2,0.3,989.2,12.7,0.4,0.4
16076,1986-01-06,6.0,-1.0,-2.6,0.5,996.2,9.8,0.4,0.5
16077,1986-01-07,5.8,0.1,0.4,25.1,989.4,17.7,0.4,0.6
16078,1986-01-08,5.5,1.8,2.3,0.3,996.1,7.9,0.3,0.4
16079,1986-01-09,10.3,3.2,-1.4,1.1,1000.6,9.8,0.5,0.7
16080,1986-01-10,13.0,4.9,5.2,4.4,992.8,19.8,1.0,1.3
16081,1986-01-11,6.4,2.3,1.4,4.1,999.2,19.5,0.8,1
16082,1986-01-12,10.2,2.4,0,0.0,1004.2,20.6,0.7,0.9
16083,1986-01-13,11.6,4.8,6.3,1.5,996.9,24.5,1.3,1.9
16084,1986-01-14,6.2,3.6,2.2,0.1,994.0,27.2,1.4,2
16085,1986-01-15,7.1,1.3,1.2,0.7,1006.3,14.9,0.7,0.8
16086,1986-01-16,6.0,-1.0,-2.5,5.4,1011.6,8.5,0.3,0.5
16087,1986-01-17,9.9,5.0,-1,0.6,1005.9,10.0,0.4,0.6
16088,1986-01-18,10.7,7.4,6.5,4.4,996.7,14.5,0.4,0.6
16089,1986-01-19,11.3,2.5,5.7,5.4,990.7,18.8,0.8,1
16090,1986-01-20,9.7,3.2,0.2,8.7,995.1,19.2,1.0,1.3
16091,1986-01-21,6.1,1.5,1.2,0.0,989.8,14.8,0.8,1
16092,1986-01-22,9.4,1.5,-0.7,3.7,981.5,19.8,0.7,0.9
16093,1986-01-23,5.0,1.3,0.2,0.6,980.2,17.7,0.7,0.9
16094,1986-01-24,4.2,-0.6,-2.5,0.0,1001.1,14.5,0.7,0.9
16095,1986-01-25,6.0,-1.8,-5.1,0.0,1015.4,5.1,0.3,0.4
16096,1986-01-26,8.1,5.6,-2.1,0.2,1007.6,5.4,0.5,0.6
16097,1986-01-27,8.9,-0.3,1.2,5.3,999.8,12.5,0.5,0.6
16098,1986-01-28,4.9,-0.4,-2.8,0.5,988.9,10.5,0.6,0.8
16099,1986-01-29,3.7,-3.8,-5.5,0.2,983.2,9.5,0.4,0.5
16100,1986-01-30,5.4,0.7,-3.9,7.1,996.5,17.9,0.6,1
16101,1986-01-31,4.9,3.4,2.6,0.3,1005.6,16.1,0.9,1.2
16102,1986-02-01,4.3,2.7,2.3,0.0,1007.3,23.0,1.3,2
16103,1986-02-02,4.6,2.6,1.9,0.3,1008.5,22.6,1.1,1.7
16104,1986-02-03,4.5,2.4,1.9,0.7,1006.3,15.2,0.7,1.1
16105,1986-02-04,4.0,2.0,1.2,0.7,1009.8,11.3,0.8,1.1
16106,1986-02-05,5.1,0.5,-2.3,0.9,1009.5,10.2,0.8,1
16107,1986-02-06,2.4,-2.1,-7,3.6,1008.4,10.8,0.6,0.8
16108,1986-02-07,2.0,-0.7,-1,3.0,1012.8,14.8,0.6,0.9
16109,1986-02-08,2.1,-0.4,-1.1,0.6,1014.5,6.8,0.6,0.8
16110,1986-02-09,2.4,-0.7,-0.7,0.0,1015.2,4.0,0.5,0.8
16111,1986-02-10,4.4,0.2,-4.8,0.2,1015.4,11.5,0.8,1.1
16112,1986-02-11,3.9,1.6,-1.2,0.0,1018.8,11.0,1.0,1.3
16113,1986-02-12,3.7,1.1,1,0.0,1015.9,17.9,1.0,1.5
16114,1986-02-13,5.7,1.5,-2,0.0,1008.5,15.2,1.6,2.1
16115,1986-02-14,1.8,0.0,-2.7,0.0,1001.0,18.3,1.1,1.7
16116,1986-02-15,2.7,-0.4,-1,0.0,997.9,9.4,0.7,0.9
16117,1986-02-16,2.4,1.0,-3.5,0.0,997.8,16.3,0.7,1.1
16118,1986-02-17,3.5,1.2,0.9,0.0,998.0,20.3,1.3,1.9
16119,1986-02-18,3.8,1.8,-1,0.0,1002.6,13.2,1.2,1.6
16120,1986-02-19,4.7,-1.2,-2.4,0.0,1007.4,3.4,0.6,0.8
16121,1986-02-20,3.5,-2.3,-7.9,0.0,1006.3,5.6,0.8,1.1
16122,1986-02-21,4.1,-4.0,-9.3,0.0,1002.8,3.8,0.7,1
16123,1986-02-22,4.9,-4.5,-7.8,0.0,1002.5,6.2,0.7,1
16124,1986-02-23,2.3,-0.2,-6.5,0.1,1006.0,15.2,1.2,1.7
16125,1986-02-24,4.1,-0.4,-3,0.0,1011.6,9.6,1.0,1.4
16126,1986-02-25,4.8,-0.5,-4.5,0.1,1014.5,11.1,1.2,1.6
16127,1986-02-26,1.5,-1.7,-2.4,0.0,1018.7,13.9,1.2,1.8
16128,1986-02-27,2.9,-1.7,-4.6,0.0,1020.0,17.7,1.3,2.1
16129,1986-02-28,4.8,0.2,-3.1,0.0,1015.4,21.0,1.5,2.4
16130,1986-03-01,2.9,-0.2,-2.6,0.0,1011.9,17.3,1.4,2.2
16131,1986-03-02,4.6,-1.8,-8.3,0.0,1012.2,7.9,1.0,1.5
16132,1986-03-03,6.8,-5.4,-9.4,0.2,1002.0,8.4,0.6,0.9
16133,1986-03-04,12.4,6.8,-1,6.0,987.8,21.0,0.8,1.3
16134,1986-03-05,10.5,2.7,1.7,1.3,984.6,20.6,0.9,1.6
16135,1986-03-06,8.4,1.8,-0.8,0.9,994.3,16.0,1.3,2
16136,1986-03-07,10.9,1.8,-1,0.0,1005.3,9.5,1.4,1.9
16137,1986-03-08,10.1,5.9,0.3,0.0,1003.8,13.5,1.3,1.8
16138,1986-03-09,10.4,4.4,-1,1.2,1001.6,5.6,0.9,1.3
16139,1986-03-10,8.4,2.3,0.4,0.0,1006.3,6.2,0.8,1.2
16140,1986-03-11,8.2,5.0,-0.6,3.2,1006.0,9.2,0.7,1.1
16141,1986-03-12,7.1,4.5,5.5,0.4,1002.2,14.4,0.5,0.9
16142,1986-03-13,11.3,4.3,3.6,0.0,999.7,13.2,1.4,1.9
16143,1986-03-14,14.3,7.2,1.8,0.0,1003.2,12.2,1.6,2.1
16144,1986-03-15,13.2,6.9,6,0.3,1003.5,17.7,1.5,2.3
16145,1986-03-16,12.3,2.6,2.6,3.1,1001.2,11.9,1.7,2.5
16146,1986-03-17,8.7,0.9,-3.7,0.0,1002.2,12.1,1.3,2.1
16147,1986-03-18,10.0,1.6,4.7,1.6,1001.8,10.6,1.4,2
16148,1986-03-19,11.0,0.0,-2.4,0.4,1000.5,11.1,1.5,2.3
16149,1986-03-20,10.9,2.5,3.7,2.0,995.9,26.8,1.7,3.2
16150,1986-03-21,10.7,3.7,0.5,0.0,1007.5,16.3,1.4,2.3
16151,1986-03-22,14.6,6.7,2.4,3.8,993.8,21.6,1.5,2.4
16152,1986-03-23,7.6,1.7,-2.3,1.1,986.6,17.9,1.1,2.1
16153,1986-03-24,4.4,-0.3,-1.4,18.3,970.5,11.9,1.0,1.7
16154,1986-03-25,8.8,1.0,-2.2,1.2,983.5,17.3,1.5,2.7
16155,1986-03-26,10.4,0.4,-2.8,6.8,982.9,12.2,0.8,1.4
16156,1986-03-27,10.7,2.9,-0.9,2.1,980.5,15.5,1.8,2.9
16157,1986-03-28,10.2,3.0,-2.5,6.4,981.4,13.4,1.6,2.3
16158,1986-03-29,6.7,1.1,0.5,0.4,990.1,17.0,1.1,2
16159,1986-03-30,8.0,1.6,-2.5,4.0,987.6,7.5,1.2,1.8
16160,1986-03-31,9.4,0.7,-2,0.0,987.9,17.3,2.0,3.2
16161,1986-04-01,9.8,0.9,-1.7,2.0,997.6,11.0,1.8,2.8
16162,1986-04-02,9.0,0.6,-4.7,2.4,1001.5,7.3,1.3,1.8
16163,1986-04-03,8.0,-0.1,-4,0.0,1007.9,8.6,1.7,2.6
16164,1986-04-04,9.8,1.4,-4.2,0.0,1015.2,5.6,1.8,2.6
16165,1986-04-05,7.9,-0.8,-4.6,0.0,1018.4,8.6,1.6,2.5
16166,1986-04-06,7.3,3.3,-3,0.0,1017.0,13.0,1.8,2.8
16167,1986-04-07,6.3,1.4,-3,1.1,1014.3,17.8,1.4,2.4
16168,1986-04-08,5.3,2.7,2.2,2.9,1015.2,17.8,0.8,1.3
16169,1986-04-09,8.9,3.6,1.7,0.0,1017.9,17.5,2.0,3.4
16170,1986-04-10,6.4,2.7,-0.6,0.0,1022.0,16.4,1.9,3.1
16171,1986-04-11,9.2,0.8,-3,0.0,1019.4,8.2,1.7,2.5
16172,1986-04-12,9.4,4.2,3.7,2.3,1007.8,10.5,1.2,1.9
16173,1986-04-13,9.3,2.6,1,3.1,993.2,7.4,1.3,2
16174,1986-04-14,7.8,3.0,-1,7.1,979.1,9.8,1.1,1.8
16175,1986-04-15,8.0,3.4,3,2.8,976.9,11.7,1.0,1.7
16176,1986-04-16,5.1,1.0,3,2.9,987.5,18.5,0.5,0.9
16177,1986-04-17,7.2,0.6,1,0.0,997.0,13.5,1.6,2.4
16178,1986-04-18,8.6,-1.1,-4.1,4.2,997.4,6.9,1.3,1.9
16179,1986-04-19,10.4,1.5,-0.8,5.3,992.0,9.9,0.9,1.4
16180,1986-04-20,10.6,5.2,2.7,1.4,986.0,15.0,2.1,3.6
16181,1986-04-21,6.6,4.1,1.9,6.5,978.4,10.9,0.9,1.4
16182,1986-04-22,11.9,2.7,-1.2,0.0,981.7,5.1,2.1,3
16183,1986-04-23,11.9,0.7,-2.6,0.0,991.1,3.8,2.1,3
16184,1986-04-24,12.2,1.8,-2.4,0.0,999.5,3.8,2.3,3.2
16185,1986-04-25,12.4,3.4,-1.5,0.0,1005.3,3.4,1.7,2.4
16186,1986-04-26,13.2,4.2,0.7,1.6,1000.6,8.5,2.3,3.3
16187,1986-04-27,12.3,1.8,0.8,0.1,998.2,8.0,2.3,3.5
16188,1986-04-28,11.9,4.9,4,1.2,997.5,13.8,2.3,3.6
16189,1986-04-29,13.3,3.8,0.9,0.0,1005.7,14.1,3.3,5
16190,1986-04-30,14.4,7.4,4.5,1.3,1008.6,17.0,2.3,3.6
16191,1986-05-01,16.3,6.6,-0.5,0.0,1005.4,11.5,3.6,5.4
16192,1986-05-02,12.6,5.5,1.5,0.0,997.2,8.3,1.9,2.7
16193,1986-05-03,9.6,4.6,8.1,10.1,993.8,3.1,0.6,0.8
16194,1986-05-04,9.2,4.8,0,3.8,987.6,14.6,0.9,1.7
16195,1986-05-05,10.4,6.1,5.3,0.1,988.7,14.7,1.8,3.1
16196,1986-05-06,10.9,6.8,6,0.8,990.7,12.5,1.6,2.6
16197,1986-05-07,12.4,5.9,3,0.5,990.2,7.9,2.0,3.1
16198,1986-05-08,15.0,6.7,3.2,0.9,997.0,8.8,2.6,3.7
16199,1986-05-09,17.6,7.7,3.7,2.7,997.5,9.3,2.6,3.6
16200,1986-05-10,15.1,9.9,10,0.5,991.2,18.3,2.4,3.8
16201,1986-05-11,15.7,9.2,8.4,3.9,995.5,13.6,2.4,3.6
16202,1986-05-12,14.8,7.9,8,2.2,986.7,20.3,2.9,5.2
16203,1986-05-13,12.8,5.7,3.4,5.3,992.0,14.5,3.0,4.8
16204,1986-05-14,10.7,4.1,1.4,4.3,992.0,7.8,2.0,2.9
16205,1986-05-15,13.3,2.8,0.2,0.1,997.8,10.9,2.8,4.3
16206,1986-05-16,12.7,3.1,-0.1,0.0,1004.3,7.1,2.8,4.3
16207,1986-05-17,16.1,6.5,2.4,0.2,995.4,15.3,1.8,2.7
16208,1986-05-18,16.8,10.5,8.5,0.0,998.8,16.7,3.5,5.3
16209,1986-05-19,16.2,7.8,3.4,0.0,1007.3,7.0,2.4,3.2
16210,1986-05-20,16.9,6.9,2.5,0.0,995.6,8.3,3.1,4.4
16211,1986-05-21,12.2,6.4,7,4.3,986.5,17.9,2.7,4.7
16212,1986-05-22,14.7,6.9,3.7,1.1,997.8,17.6,3.5,5.7
16213,1986-05-23,14.3,7.9,4.6,0.7,1002.2,13.2,3.0,4.7
16214,1986-05-24,14.3,7.4,5,1.6,1004.0,14.9,2.2,3.6
16215,1986-05-25,17.9,10.1,8.8,0.8,1001.8,17.5,3.5,5.2
16216,1986-05-26,15.0,8.0,5.4,0.5,1001.7,13.0,3.2,5
16217,1986-05-27,13.0,6.7,6.1,1.9,996.2,22.0,2.8,4.9
16218,1986-05-28,14.2,5.0,2.5,4.2,1009.4,10.3,2.8,4.2
16219,1986-05-29,14.4,5.2,4.1,0.0,1016.8,9.4,2.5,3.7
